age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
3.332204510175204,0.0,12.394343138926539,8,9,2,1.0,2,0,0,0.0,0.0,35,0.0
3.1780538303479458,3.0,12.406892875266063,12,10,4,8.0,5,0,1,0.0,0.0,15,0.0
4.060443010546419,0.0,11.49629799153369,9,15,2,1.0,2,1,0,0.0,7.551186867296149,40,14.0
3.7612001156935624,2.0,11.726737613855551,9,15,2,5.0,2,0,0,0.0,7.589841512182657,50,0.0
3.6109179126442243,4.0,11.527636721835922,8,9,4,8.0,3,0,0,0.0,0.0,40,0.0
4.007333185232471,5.0,12.191897653348867,13,13,2,4.0,2,0,0,0.0,0.0,38,0.0
3.295836866004329,0.0,12.550743325738999,12,10,4,3.0,3,0,0,0.0,0.0,45,0.0
3.912023005428146,0.0,11.771544262386577,14,14,2,3.0,2,0,0,0.0,0.0,45,0.0
4.174387269895637,0.0,11.875601367088077,14,14,2,5.0,2,0,0,0.0,0.0,2,0.0
3.6888794541139363,0.0,12.772093590864065,10,12,2,8.0,2,0,0,0.0,0.0,40,0.0
3.7376696182833684,0.0,11.98850104204279,10,12,4,8.0,3,0,1,0.0,0.0,45,0.0
3.5553480614894135,0.0,11.71678833275191,13,13,2,2.0,0,1,1,8.94754601503218,0.0,50,14.0
3.9512437185814275,0.0,12.007145983912043,13,13,2,10.0,2,0,0,0.0,0.0,56,0.0
3.044522437723423,0.0,12.47944532520807,8,9,4,1.0,3,0,1,0.0,0.0,55,0.0
3.295836866004329,0.0,11.786016605616966,13,13,4,4.0,3,0,1,0.0,0.0,40,0.0
2.9444389791664403,0.0,11.763987639215538,8,9,4,3.0,1,0,1,0.0,0.0,20,0.0
3.6375861597263857,0.0,10.395741790716682,13,13,2,5.0,0,0,1,0.0,0.0,50,0.0
4.110873864173311,0.0,11.696612755391966,13,13,2,4.0,2,0,0,0.0,0.0,40,0.0
4.219507705176107,0.0,11.520089740154246,8,9,2,6.0,2,0,0,0.0,0.0,30,0.0
3.332204510175204,0.0,11.93325948094451,8,9,4,7.0,1,1,0,0.0,0.0,40,14.0
3.4339872044851463,0.0,12.33004537433998,8,9,2,2.0,0,0,1,0.0,0.0,30,0.0
3.8066624897703196,0.0,11.92194425127769,12,10,5,1.0,3,0,0,0.0,7.537430036586509,55,0.0
3.295836866004329,0.0,11.965592174562687,6,7,4,10.0,3,0,0,0.0,0.0,40,0.0
3.871201010907891,0.0,12.299713250551667,2,3,3,7.0,4,0,0,0.0,0.0,40,19.0
3.6109179126442243,0.0,12.585813025266338,12,10,2,4.0,2,4,0,0.0,0.0,10,0.0
3.4011973816621555,1.0,11.795748250186039,9,15,4,5.0,1,0,0,0.0,0.0,50,15.0
3.295836866004329,0.0,12.62018029901968,8,9,4,10.0,1,0,0,0.0,0.0,45,0.0
3.5263605246161616,4.0,12.313378767268416,12,10,2,6.0,2,0,0,0.0,0.0,66,0.0
3.1354942159291497,0.0,12.219709243053082,8,9,4,7.0,4,0,0,0.0,0.0,55,0.0
4.04305126783455,5.0,12.521292060975043,14,14,0,5.0,3,0,0,0.0,7.4205789054108005,40,0.0
3.4965075614664802,0.0,11.528434574570998,13,13,4,5.0,3,0,1,0.0,0.0,45,0.0
3.5263605246161616,0.0,11.442578105149408,2,3,2,9.0,2,1,0,0.0,0.0,40,14.0
3.912023005428146,0.0,12.069261594987939,12,10,2,3.0,2,0,0,0.0,7.589841512182657,50,0.0
3.1780538303479458,0.0,12.374844484777045,12,10,4,6.0,1,0,0,0.0,0.0,40,0.0
3.4011973816621555,0.0,11.342931608864808,5,6,3,8.0,5,0,1,0.0,0.0,40,19.0
3.295836866004329,0.0,12.175335048783307,14,14,4,4.0,3,0,0,0.0,0.0,60,0.0
3.9889840465642745,0.0,12.482681131513335,12,10,5,8.0,3,0,1,0.0,0.0,40,0.0
3.6888794541139363,0.0,11.118904620746322,11,11,4,5.0,3,0,1,8.444837529224097,0.0,32,0.0
3.367295829986474,0.0,10.921630653712223,12,10,4,1.0,3,4,0,0.0,0.0,40,0.0
4.07753744390572,1.0,11.79049659367128,13,13,4,9.0,1,0,0,0.0,0.0,72,0.0
3.6635616461296463,0.0,12.186502391233297,8,9,2,1.0,2,0,0,0.0,0.0,50,0.0
3.871201010907891,3.0,10.697791425055811,13,13,3,4.0,3,0,0,0.0,0.0,60,0.0
3.970291913552122,1.0,12.156535702590874,8,9,0,9.0,3,0,0,0.0,0.0,25,0.0
3.1780538303479458,0.0,12.084402063146598,6,7,4,8.0,5,4,0,0.0,0.0,35,0.0
4.174387269895637,0.0,11.533747180662527,8,9,0,11.0,3,0,1,0.0,0.0,50,0.0
2.8903717578961645,0.0,11.285811542152123,5,6,4,11.0,4,0,0,0.0,0.0,30,0.0
3.1354942159291497,0.0,12.204566511880103,12,10,4,3.0,1,0,0,0.0,0.0,15,0.0
3.6888794541139363,0.0,12.068785637975648,4,5,2,1.0,2,0,0,0.0,0.0,40,0.0
3.4011973816621555,5.0,12.018326401690992,13,13,2,5.0,0,4,1,0.0,0.0,35,0.0
3.367295829986474,0.0,11.771134956463303,4,5,4,1.0,3,0,0,0.0,0.0,40,35.0
4.060443010546419,4.0,12.4996858440278,8,9,0,8.0,5,0,1,0.0,0.0,62,0.0
3.7376696182833684,0.0,12.623209374498739,13,13,0,5.0,3,0,0,8.444837529224097,0.0,45,0.0
3.9512437185814275,2.0,11.552107715845384,10,12,4,3.0,3,0,1,0.0,0.0,25,0.0
3.8066624897703196,4.0,11.131943191352988,14,14,4,5.0,1,0,1,0.0,0.0,55,0.0
2.9444389791664403,0.0,12.37276012454016,12,10,4,2.0,1,0,0,0.0,0.0,20,0.0
2.995732273553991,0.0,12.166099249181952,8,9,4,5.0,3,0,1,0.0,0.0,40,0.0
3.713572066704308,4.0,11.051572312231935,13,13,2,5.0,0,0,1,0.0,0.0,40,0.0
4.143134726391533,4.0,12.10161727565983,4,5,0,12.0,3,4,0,0.0,0.0,24,0.0
3.871201010907891,2.0,12.767857507893291,8,9,2,4.0,2,0,0,0.0,0.0,40,0.0
3.367295829986474,0.0,10.918573294225945,10,12,4,6.0,3,0,0,0.0,0.0,45,0.0
3.044522437723423,0.0,10.205442284274628,12,10,4,4.0,1,0,1,0.0,0.0,20,0.0
4.04305126783455,0.0,12.399923319241747,8,9,6,3.0,3,0,1,0.0,0.0,44,0.0
3.6635616461296463,0.0,12.256951103885154,8,9,2,7.0,2,4,0,0.0,0.0,40,0.0
3.332204510175204,0.0,10.709248877465209,8,9,2,9.0,2,0,0,0.0,0.0,40,0.0
3.9318256327243257,3.0,12.083735505665231,8,9,0,5.0,3,0,0,0.0,7.372118028337787,40,0.0
3.367295829986474,5.0,12.38476679790712,12,10,0,2.0,5,0,0,0.0,0.0,40,0.0
3.091042453358316,0.0,12.417613140993348,8,9,4,8.0,1,4,1,0.0,0.0,60,0.0
3.8066624897703196,0.0,12.157575438444624,13,13,0,5.0,5,4,1,0.0,0.0,35,0.0
3.4657359027997265,0.0,12.660737357785305,12,10,4,8.0,3,0,1,0.0,0.0,52,0.0
3.044522437723423,4.0,12.693099307281145,8,9,4,6.0,1,4,0,0.0,0.0,40,0.0
3.295836866004329,0.0,11.800912490918964,12,10,4,3.0,1,0,0,0.0,0.0,42,0.0
3.044522437723423,0.0,12.950326353037717,12,10,4,8.0,1,0,1,0.0,0.0,20,0.0
3.970291913552122,0.0,11.61902270917692,12,10,2,7.0,2,2,0,0.0,0.0,40,0.0
3.2188758248682006,0.0,12.187302584953445,11,11,4,0.0,1,0,1,0.0,0.0,38,0.0
4.07753744390572,3.0,13.116856240927202,13,13,2,4.0,2,4,0,0.0,0.0,40,0.0
3.091042453358316,0.0,12.275542736463143,12,10,4,3.0,4,0,0,0.0,0.0,64,0.0
3.6888794541139363,0.0,12.614071208396663,8,9,0,0.0,5,0,1,0.0,0.0,50,0.0
4.060443010546419,4.0,12.15870846416382,4,5,2,2.0,2,0,0,0.0,0.0,40,0.0
3.258096538021482,4.0,12.324717531908728,13,13,4,5.0,3,4,1,0.0,0.0,40,0.0
3.7612001156935624,0.0,12.112360687888144,13,13,4,4.0,3,0,1,0.0,0.0,35,0.0
4.2626798770413155,1.0,12.0884539713657,11,11,2,9.0,2,0,0,0.0,0.0,40,0.0
3.912023005428146,4.0,10.613762216756664,13,13,4,5.0,5,0,0,0.0,0.0,60,0.0
3.713572066704308,0.0,12.283575206684533,8,9,5,8.0,5,4,1,0.0,0.0,40,17.0
3.7612001156935624,0.0,10.286059261830983,13,13,2,5.0,2,0,0,0.0,0.0,40,0.0
3.044522437723423,0.0,12.832323861698844,6,7,4,3.0,1,0,1,0.0,0.0,40,0.0
4.248495242049359,1.0,11.761401424162148,8,9,2,0.0,2,0,0,0.0,0.0,30,0.0
3.6888794541139363,0.0,12.06820615564942,8,9,2,1.0,2,0,0,0.0,0.0,40,0.0
4.04305126783455,3.0,11.033049261848173,13,13,4,10.0,3,4,0,0.0,7.601901959875166,65,0.0
3.784189633918261,0.0,12.099972967870523,13,13,0,3.0,5,0,1,0.0,0.0,40,0.0
3.5553480614894135,1.0,12.65628802237641,13,13,2,3.0,2,0,0,0.0,0.0,60,0.0
3.044522437723423,0.0,12.54170166960473,6,7,4,1.0,3,4,0,0.0,0.0,25,0.0
3.4657359027997265,2.0,12.749198940245817,8,9,4,1.0,3,0,0,0.0,0.0,44,0.0
3.6635616461296463,2.0,12.187776283247057,8,9,2,4.0,2,0,0,0.0,0.0,40,0.0
4.0943445622221,0.0,11.1249367511633,8,9,2,6.0,2,0,0,0.0,0.0,40,0.0
3.4339872044851463,5.0,12.798011788062194,13,13,2,12.0,2,0,0,0.0,0.0,72,0.0
3.9318256327243257,4.0,12.506999122363217,12,10,0,8.0,1,0,0,0.0,0.0,43,0.0
4.07753744390572,5.0,10.384925559407527,12,10,2,4.0,2,0,0,0.0,0.0,40,0.0
3.6888794541139363,0.0,10.218626705595922,8,9,2,3.0,2,0,0,8.895492631451633,0.0,50,0.0
3.367295829986474,0.0,10.164158075741058,11,11,4,5.0,5,2,0,0.0,0.0,40,0.0
3.58351893845611,0.0,12.019327318276412,12,10,2,1.0,2,0,0,0.0,0.0,40,0.0
3.1354942159291497,0.0,12.273277920217586,8,9,4,8.0,5,0,1,0.0,0.0,40,19.0
3.9512437185814275,0.0,12.618668932897123,6,7,4,2.0,3,4,1,0.0,0.0,40,0.0
3.9889840465642745,0.0,10.00581848363359,12,10,2,1.0,2,0,0,0.0,0.0,40,0.0
3.1780538303479458,0.0,12.283635357477964,12,10,4,6.0,1,0,0,0.0,0.0,40,0.0
3.6635616461296463,0.0,12.39702765987948,12,10,2,3.0,2,0,0,0.0,0.0,55,0.0
3.713572066704308,3.0,10.947221179694248,14,14,4,4.0,3,0,1,9.552865680310473,0.0,55,0.0
2.8903717578961645,0.0,12.108117972132941,5,6,4,3.0,1,3,1,0.0,0.0,20,0.0
3.5553480614894135,0.0,12.432111999956408,13,13,2,3.0,2,0,0,0.0,0.0,45,17.0
3.367295829986474,0.0,11.759887100244633,12,10,2,10.0,2,0,0,0.0,0.0,40,0.0
3.9318256327243257,0.0,12.054813614188037,13,13,2,5.0,2,0,0,0.0,0.0,43,0.0
3.9889840465642745,4.0,12.309184134021312,14,14,4,4.0,3,0,1,9.571156728415465,0.0,50,0.0
3.58351893845611,0.0,11.62177986988231,8,9,2,5.0,2,0,0,0.0,0.0,40,0.0
3.6635616461296463,0.0,11.95261807162762,12,10,0,7.0,3,4,1,0.0,0.0,28,0.0
3.828641396489095,0.0,12.842009057938531,4,5,2,10.0,2,0,0,0.0,0.0,40,0.0
3.6888794541139363,5.0,12.293396473701849,12,10,5,5.0,5,4,1,0.0,0.0,37,0.0
3.9512437185814275,0.0,12.459772559609364,8,9,2,5.0,0,0,1,0.0,0.0,50,0.0
3.4657359027997265,0.0,11.932668161496524,8,9,2,1.0,2,0,0,0.0,0.0,45,0.0
3.871201010907891,0.0,12.214536723942302,10,12,2,3.0,2,0,0,8.552367266423891,0.0,50,0.0
2.9444389791664403,0.0,11.487351213850799,8,9,4,3.0,1,0,1,0.0,0.0,20,0.0
3.871201010907891,0.0,11.842229212112828,4,5,2,1.0,2,0,0,8.386400901166214,0.0,48,0.0
3.6888794541139363,0.0,11.251638619877976,14,14,2,5.0,2,0,0,11.512925464970229,0.0,40,0.0
3.332204510175204,0.0,12.002290447694584,11,11,2,8.0,0,0,1,0.0,0.0,35,0.0
4.07753744390572,0.0,11.86867498083246,8,9,4,4.0,3,0,1,0.0,0.0,43,0.0
4.04305126783455,0.0,12.17366824842115,8,9,5,1.0,5,0,0,0.0,0.0,40,0.0
3.970291913552122,1.0,11.7699833678782,12,10,2,4.0,2,0,0,0.0,0.0,95,0.0
3.713572066704308,3.0,11.951870480318997,8,9,2,8.0,2,0,0,0.0,0.0,55,0.0
3.8066624897703196,0.0,12.090296968780118,9,15,4,5.0,3,0,1,0.0,0.0,40,0.0
3.9889840465642745,0.0,12.327267631635767,11,11,2,1.0,2,4,0,0.0,0.0,40,0.0
3.332204510175204,0.0,12.494906554363661,8,9,2,1.0,2,0,0,0.0,0.0,60,0.0
4.127134385045092,0.0,12.192414800331536,13,13,2,7.0,2,0,0,0.0,0.0,40,0.0
4.04305126783455,5.0,11.941143093524367,12,10,0,8.0,3,0,1,0.0,0.0,35,0.0
3.9889840465642745,2.0,12.182798900870457,12,10,2,3.0,2,0,0,0.0,7.543273346705446,48,3.0
3.5553480614894135,0.0,12.338884404280341,12,10,4,8.0,5,4,1,0.0,0.0,40,0.0
3.784189633918261,2.0,12.276083665194985,8,9,2,4.0,2,0,0,0.0,7.543273346705446,45,0.0
3.2188758248682006,0.0,11.950121771239846,8,9,4,4.0,1,1,1,0.0,0.0,40,9.0
3.2188758248682006,0.0,12.156325523622709,13,13,4,5.0,3,0,1,0.0,0.0,40,0.0
4.060443010546419,0.0,10.675700040192325,5,6,0,2.0,3,2,1,0.0,0.0,20,0.0
3.970291913552122,0.0,11.953976483203386,2,3,4,7.0,3,0,1,0.0,0.0,40,0.0
3.8501476017100584,0.0,12.133926593705377,12,10,4,7.0,3,0,1,0.0,0.0,45,0.0
3.1780538303479458,0.0,11.981114949650355,8,9,0,1.0,3,0,0,0.0,0.0,40,0.0
4.110873864173311,0.0,12.160159588515768,8,9,2,1.0,2,0,0,0.0,0.0,40,0.0
3.4965075614664802,0.0,12.008828295658319,13,13,2,4.0,2,0,0,0.0,0.0,60,0.0
4.02535169073515,2.0,12.627069837221075,9,15,2,5.0,2,0,0,0.0,0.0,55,0.0
2.995732273553991,0.0,12.2100198450781,7,8,2,8.0,4,0,1,9.617470759403409,0.0,40,0.0
3.784189633918261,0.0,12.889464901143974,8,9,2,1.0,2,0,0,0.0,0.0,40,0.0
4.04305126783455,1.0,10.874701980906183,13,13,0,9.0,3,0,0,0.0,0.0,30,0.0
3.4657359027997265,0.0,12.320449888051725,8,9,4,10.0,1,4,0,0.0,0.0,40,0.0
4.0943445622221,3.0,12.606357693596795,12,10,2,8.0,2,0,0,0.0,0.0,43,0.0
3.8918202981106265,0.0,11.59503987134715,13,13,2,0.0,0,0,1,11.512925464970229,0.0,40,0.0
3.912023005428146,4.0,12.125019844550781,14,14,2,8.0,2,0,0,0.0,0.0,40,0.0
3.332204510175204,0.0,11.744521195766083,13,13,4,4.0,3,0,1,0.0,0.0,40,0.0
3.6888794541139363,1.0,11.930556269977265,5,6,2,1.0,2,0,0,0.0,0.0,40,0.0
3.9512437185814275,0.0,11.447757412385977,8,9,2,4.0,2,0,0,0.0,0.0,40,0.0
4.248495242049359,5.0,10.444066134451466,8,9,2,12.0,2,0,0,0.0,0.0,40,0.0
4.343805421853684,0.0,12.24934284075995,3,4,6,12.0,3,0,0,0.0,0.0,30,0.0
3.295836866004329,5.0,12.385489989176738,13,13,2,8.0,2,0,0,8.279697133877628,0.0,7,0.0
3.367295829986474,0.0,11.863286518185562,13,13,2,5.0,2,0,0,0.0,0.0,50,0.0
3.6635616461296463,1.0,12.68275392952915,13,13,2,2.0,2,0,0,0.0,0.0,10,0.0
4.276666119016055,2.0,11.893865613100203,12,10,6,4.0,3,0,1,0.0,0.0,24,0.0
4.189654742026425,0.0,12.082757460715925,8,9,0,8.0,3,0,1,0.0,0.0,40,0.0
3.4011973816621555,0.0,12.690059304939936,12,10,5,8.0,3,0,0,0.0,0.0,40,0.0
3.4011973816621555,0.0,10.745981033208576,13,13,2,5.0,0,0,1,0.0,7.551186867296149,50,0.0
3.6888794541139363,0.0,12.37979063084996,8,9,0,7.0,5,0,0,0.0,7.454141078146678,40,0.0
3.6888794541139363,1.0,12.142568256160644,8,9,2,1.0,2,0,0,0.0,0.0,72,0.0
4.060443010546419,0.0,11.377311906141381,5,6,6,8.0,3,0,1,0.0,0.0,8,0.0
3.7376696182833684,1.0,11.744790870096308,8,9,2,4.0,2,0,0,0.0,0.0,38,0.0
3.4965075614664802,0.0,12.566107937171111,12,10,4,4.0,3,0,0,0.0,0.0,60,0.0
3.912023005428146,4.0,12.002915528148081,8,9,2,12.0,2,0,0,0.0,0.0,56,0.0
3.9318256327243257,1.0,12.220985888262469,8,9,0,4.0,3,0,1,11.512925464970229,0.0,60,0.0
4.060443010546419,0.0,12.03438237580488,13,13,4,8.0,3,0,1,0.0,0.0,40,0.0
3.784189633918261,1.0,11.985238924502854,12,10,4,3.0,3,0,0,0.0,0.0,65,0.0
3.8501476017100584,4.0,12.37508941824505,4,5,5,2.0,5,4,1,0.0,0.0,40,0.0
3.58351893845611,2.0,12.139115201155292,14,14,2,8.0,2,0,0,0.0,0.0,50,0.0
3.58351893845611,0.0,12.04510545264264,8,9,0,4.0,5,0,1,0.0,0.0,40,0.0
2.995732273553991,0.0,11.42167602917358,12,10,4,2.0,1,0,0,0.0,0.0,25,0.0
3.6888794541139363,0.0,11.962605206086959,8,9,3,2.0,4,1,1,0.0,0.0,40,14.0
4.356708826689592,1.0,12.122946438755822,13,13,6,5.0,3,0,1,0.0,0.0,20,0.0
3.6635616461296463,0.0,12.126249913660185,8,9,2,1.0,2,0,0,0.0,7.462214939768189,48,0.0
3.4011973816621555,0.0,10.581241868488592,8,9,2,9.0,2,0,0,0.0,0.0,40,0.0
3.1354942159291497,0.0,12.987228414032922,12,10,2,0.0,2,0,0,0.0,0.0,40,0.0
3.6109179126442243,0.0,12.116497986137379,8,9,2,3.0,2,0,0,0.0,0.0,60,0.0
3.295836866004329,0.0,11.97246200486612,2,3,4,10.0,3,0,0,0.0,0.0,40,28.0
3.091042453358316,0.0,12.073495083578795,12,10,4,8.0,1,0,1,7.685703061234547,0.0,40,0.0
3.8918202981106265,0.0,11.548765469964032,11,11,0,0.0,5,0,1,0.0,0.0,41,0.0
3.9889840465642745,0.0,12.554335809439193,13,13,0,0.0,3,0,1,0.0,0.0,40,0.0
3.5553480614894135,0.0,12.249065082934253,10,12,0,3.0,3,0,0,0.0,0.0,50,0.0
3.6635616461296463,0.0,11.419054249360158,13,13,2,3.0,2,0,0,8.552367266423891,0.0,48,0.0
3.713572066704308,0.0,12.328197353583077,12,10,5,4.0,3,4,0,0.0,0.0,40,0.0
3.9889840465642745,0.0,11.799757175967171,8,9,2,2.0,2,4,0,8.386400901166214,0.0,30,0.0
4.04305126783455,2.0,11.245503431525808,8,9,2,4.0,4,1,1,0.0,0.0,21,10.0
4.1588830833596715,0.0,12.373022493991705,8,9,2,3.0,0,0,1,0.0,0.0,35,0.0
3.8918202981106265,0.0,12.467952177149062,12,10,2,4.0,2,0,0,0.0,0.0,50,0.0
3.8501476017100584,3.0,12.240585177186235,13,13,2,4.0,2,0,0,8.94754601503218,0.0,40,0.0
3.58351893845611,2.0,12.207836089748042,13,13,2,0.0,2,0,0,0.0,0.0,45,0.0
3.9512437185814275,3.0,12.723323582687827,12,10,5,5.0,3,4,1,0.0,0.0,40,0.0
2.995732273553991,0.0,12.764604989609355,5,6,4,7.0,1,0,1,0.0,0.0,40,0.0
3.367295829986474,0.0,11.992928928794298,12,10,2,10.0,2,0,0,0.0,0.0,45,0.0
4.02535169073515,1.0,11.250287162957878,10,12,2,4.0,2,0,0,0.0,0.0,55,0.0
3.2188758248682006,0.0,13.456574488177571,12,10,4,8.0,1,4,1,0.0,0.0,25,0.0
3.828641396489095,5.0,12.121119149649989,8,9,0,10.0,3,0,0,0.0,0.0,48,0.0
3.6109179126442243,0.0,11.666581736883748,8,9,0,4.0,3,0,1,0.0,0.0,40,0.0
3.6888794541139363,0.0,12.450993344080649,13,13,4,4.0,3,0,0,0.0,0.0,40,0.0
3.4339872044851463,0.0,9.895858525371636,12,10,0,0.0,1,0,1,0.0,0.0,40,0.0
3.5263605246161616,0.0,12.6429815096294,12,10,2,10.0,2,4,0,8.895492631451633,0.0,50,0.0
3.6888794541139363,0.0,11.983703794058535,8,9,6,8.0,3,0,1,0.0,0.0,40,0.0
3.8066624897703196,0.0,12.510917835423127,13,13,0,7.0,5,0,1,0.0,0.0,56,0.0
3.4657359027997265,1.0,12.083130700555127,12,10,2,1.0,2,0,0,0.0,0.0,40,0.0
3.6375861597263857,0.0,11.946077073494447,12,10,2,1.0,2,1,0,0.0,0.0,40,38.0
3.4011973816621555,0.0,12.360603253175718,13,13,2,1.0,2,0,0,8.13505390861157,0.0,45,0.0
2.9444389791664403,0.0,11.530726089595735,5,6,4,6.0,1,0,0,0.0,0.0,40,0.0
3.8501476017100584,4.0,11.669134025906931,14,14,4,5.0,3,4,1,0.0,7.7226775164680035,35,0.0
3.295836866004329,0.0,10.698943095669854,13,13,4,0.0,3,0,0,0.0,0.0,40,0.0
4.07753744390572,5.0,12.20765639074339,8,9,2,1.0,2,0,0,0.0,0.0,40,0.0
3.4657359027997265,0.0,10.358091970204585,10,12,2,1.0,2,0,0,0.0,0.0,40,0.0
3.1780538303479458,5.0,13.126986673481575,13,13,4,5.0,3,0,1,0.0,0.0,40,0.0
3.9318256327243257,4.0,11.80532638612195,13,13,4,5.0,1,0,1,0.0,0.0,40,0.0
3.091042453358316,5.0,12.73011158764238,12,10,4,5.0,1,0,0,0.0,0.0,20,0.0
3.1354942159291497,0.0,12.147091984169947,11,11,4,8.0,1,0,1,0.0,0.0,30,0.0
4.02535169073515,1.0,11.991238227555812,8,9,6,2.0,3,0,1,0.0,0.0,25,31.0
3.2188758248682006,0.0,12.360937356091089,12,10,2,10.0,2,0,0,0.0,0.0,40,0.0
3.1354942159291497,0.0,11.643400943040573,8,9,4,6.0,1,0,0,0.0,0.0,40,0.0
3.5553480614894135,0.0,11.99011570853032,13,13,2,5.0,2,0,0,0.0,0.0,40,0.0
4.04305126783455,1.0,12.258342462963855,3,4,0,3.0,4,0,0,0.0,0.0,20,19.0
3.4965075614664802,3.0,12.162047610080188,10,12,0,12.0,3,0,0,7.684783943522785,0.0,40,0.0
3.4657359027997265,0.0,12.344255080270093,1,2,2,7.0,2,0,0,0.0,7.622174594817622,40,19.0
3.044522437723423,0.0,12.261469508750462,12,10,4,3.0,3,0,1,0.0,0.0,25,0.0
3.2188758248682006,0.0,11.050143695207472,8,9,4,1.0,1,0,0,0.0,0.0,40,0.0
